is হয়
acknowledged স্বীকৃত
festival পড়বে
running ধাবিত
hosting উড্ডয়ন
encounter মোকাবেলা
malcom ম্যালকম
tackle ওঠার
leakage ফাটল
bahadur বাহাদুর
unable অক্ষম
decade দশক
description বিষয়বস্তুর
theorem উপপাদ্যের
calendar বর্ষপঞ্জী
teenager তরুণ
maximum সর্বাধিক
experts তাত্ত্বিক
croatian ক্রোয়েশীয়
sector প্রকল্পে
humerus প্রগণ্ডাস্থি
clothing পোষাক
intervene হস্তক্ষেপ
phon ফন
west ওয়েস্ট
welcome শুভেচ্ছা
creations রচনাবলী
online অনলাইনে
prince রাজপুত্র
workers কর্মকর্তাদের
85 ৮৫
a.d খ্রিস্টাব্দে
follow অনুসারী
sea উপসাগরীয়
argentina আর্জেন্টিনা
recognition পরিচয়ের
area অঞ্চলেও
window জানালা
carpet কার্পেট
flower ফুল
failure ব্যর্থতা
1300 ১৩০০
red লাল
things জিনিস
solution উপায়
organizations প্রতিষ্ঠানগুলোর
city শহরকে
lived বেঁচে
side দিককার
floride ফ্লোরাইট
memory স্মৃতি
definite সুনির্দিষ্ট
andorra অ্যান্ডোরা
linguist ভাষাবিজ্ঞানীরা
landlord জমিদার
studies স্টাডিজ
fissure খাদ
uncle চাচার
here এখানে
1615 ১৬১৫
bird পাখি
generalized সাধারণীকৃত
sexual যৌন
matriculation ম্যাট্রিকুলেশন
island দ্বীপের
forty চল্লিশ
behind পিছিয়ে
election ভোটে
wind হাওয়া
iron লোহা
prisoner প্রিজনার
time সময়টি
came আসেন
observe দেখেন
experience উপলব্ধি
pashtun পশতুন
american আমেরিকানদের
lead নেতৃত্বাধীন
1942 ১৯৪২
lawfully নিয়মতান্ত্রিক
legal বৈধ
tajuddin তাজউদ্দীন
biwi বিবি
critics সমালোচক
guitar গীটার
technology টেকনোলজি
preserve রক্ষায়
born জন্মায়
expansion সম্প্রসারণের
week সপ্তাহ
facility সুবিধার
methodical সুশৃঙ্খল
store জমা
go গেলে
aged বয়ঃসন্ধির
transaction আদানপ্রদান
usefulness কার্যকারিতা
james জেমস
padma পদ্ম
textbook পাঠ্যপুস্তক
thinking চিন্তাধারার
finish বিন্যাস
indiscipline বিশৃঙ্খলা
bit হারিয়ে
eyes চোখের
be যাবে
prosperous কল্যান
americium অ্যামেরিসিয়াম
golf গলফ
shirt শার্ট
transmission ট্রান্সমিশন
000 ২৫০০০
farsi ফারসী
governmental সরকারি
g গিম্প
from থেকেও
continuous টানা
river নদের
on বুকে
general স্থুল
9th ৯ই
invincible অপরাজেয়
bellow হাপর
vista ভিস্তা
military সেনাবাহিনীতে
except বাদে
1878 ১৮৭৮
consequence পরিণতি
uncover উন্মোচন
granda গ্রানাডা
originate উদ্ভব
ayat আয়াত
include অন্তর্ভূক্ত
gangetic গাঙ্গেয়
tremendous প্রচণ্ড
mosco মস্কো
overall সার্বিক
small ছোট
main প্রধান
1992 ১৯৯২
parallel সমান্তরাল
by দিয়ে
eating ভক্ষণ
goods দ্রব্যের
landed অবতীর্ণ
chittagong চট্টগ্রামে
cue কিউ
degree ডিগ্রি
creation সৃষ্টির
aeroplane বিমান
process পদ্ধতিকে
bosnia বসনিয়ার
excluding দিলে
ability সক্ষমতা
jenny জেনি
learn শিখে
governmental সরকারী
10000 ১০০০০
which যেসব
a.d. খ্রীস্টাব্দের
work কাজ
supply সরবরাহের
keep ধরা
ambition স্বপ্ন
organ ইন্দ্র
1815 ১৮১৫
grows বাড়ে
successfully সফলভাবে
arrange বিন্যস্ত
cannel প্রণালীর
expansion সম্প্রসারণ
rules নিয়মকানুন
marriage বিবাহের
front সম্মুখ
celebrate প্রচলনের
innovation উদ্ভাবন
costly ব্যয়বহুল
experimental পরীক্ষণমূলক
these এগুলি
appendix প্লীহা
weekly সাপ্তাহিক
never কভি
particle দানা
chittaranjan চিত্তরঞ্জন
finish সমাপ্ত
rabindranath রবীন্দ্রনাথের
nixon নিক্সন
beneath তলায়
united একত্রে
becomes হন
tide স্রোতের
mechanical যন্ত্রের
kolkata কলকাতায়
fountain ঝর্ণা
adopted দত্তক
starting উৎপত্তি
britain ব্রিটেন
currency মুদ্রার
confused বিভ্রম
story কাহিনি
allah আল্লাহ
ulema ওলামা
adverse বিরূপ
administration কর্তৃপক্ষের
search সন্ধান
subjects অনুষদের
age বয়সের
1901 ১৯০১
first অগ্রগামী
biology জীববিজ্ঞান
research গবেষণার
attacked আক্রান্ত
lesson পাঠ
loss ক্ষয়ক্ষতি
andra অন্ধ্র
probably সম্ভবতঃ
original আদি
mughal মোঘল
reciprocal পারস্পারিক
preferably অপেক্ষাকৃত
league লীগে
land স্থলভাগ
layer স্তরে
formed দানা
agreed রাজি
kango কঙ্গো
world জগৎ
duke ডিউক
way পন্থা
mail ডাক
novelist কথাসাহিত্যিক
muhammad মুহাম্মদ
archaeology প্রত্নতাত্ত্বিকরা
use ব্যবহারে
armenian আর্মেনীয়
cave গুহা
an অ্যান
publication প্রকাশনা
kohl কোল
christians খ্রিস্টানদের
language ভাষাকে
disturbed ব্যাহত
enemy শত্রুর
original আসল
christian খ্রিস্টীয়
bank তীরে
pacific প্রশান্ত
tornado স্ট্যান্ডার্ড
1936 ১৯৩৬
war যুদ্ধের
jane জেন
my আমার
happens হ্যায়
those সেইসব
directing প্রযোজনা
java জাভা
collected যুক্ত
act অভিনয়
tide জোয়ার
finding নির্ধারণে
puppet পুতুল
residing বসবাসরত
force বাহিনীর
back পিঠে
image আদলে
gnome গনোম
risk ঝুঁকি
with সহিত
kept রাখতেন
went গেলেন
marathi মারাঠি
turkey তুর্কীয়
48 ৪৮
brown বাদামী
rest বাকী
servant দাস
clan গোত্রকে
date তারিখটি
named আখ্যায়িত
park পার্ক
1964 ১৯৬৪
hearing শুনেই
first ১ম
couple জুটি
tribe উপজাতি
incident ঘটনার
who হু
sierra সিয়েরা
primary মৌলিক
delhi দিল্লি
stop দারি
young তরুণ
contemporary সমকালীন
son পুত্রকে
regions অঞ্চলগুলোতে
kilometer কিলোমিটার
furnish সাজিয়ে
interesting বৈচিত্র্যের
correction সংশোধনী
different ভিন্ন
essay প্রবন্ধ
membrane ঝিল্লি
minimum অনন্ত
alphabet অক্ষর
together সংঘবদ্ধ
lokmanya লোকমান্য
phishing ফিশিং
specialist বিশেষজ্ঞ
decimal দশমিক
bel বেল
predecessor পূর্বসূরী
scripture শাস্ত্র
t ট
continental মহাদেশীয়
marathi মারাঠা
it এটার
completely সম্পূর্ণরূপে
utterance রা
cristae কৃষ্টি
bank ব্যাংকের
crossing পার
father বাবা
or অথবা
policy নীতি
invisible অদৃশ্য
management তত্ত্বাবধানে
ryan রায়ান
citizen নাগরিকের
rest বাকি
map মানচিত্রের
visible মাথা
contract চুক্তির
delhi দিল্লী
life প্রাণে
thinking চিন্তাধারায়
then তখনকার
chandra চন্দ্র
triangle ত্রিভুজ
distributed পরিবেশিত
person ব্যাক্তি
numerous অসংখ্য
commercially বাণিজ্যিকভাবে
hang হং
flag পতাকা
crorepati ক্রোড়পতি
similar মতোই
immense প্রভূত
125 ১২৫
release মোক্ষ
best উত্তম
himalayan হিমালয়ান
happens হয়েও
band ব্যান্ডের
smooth নিবিড়
street রাস্তাঘাট
circle কুণ্ডলাকার
israel ইসরায়েল
die মারা
officially আনুষ্ঠানিক
used ব্যবহৃত
cyprus সাইপ্রাস
educated শিক্ষিত
no নি
bale বেল
find খুজে
iberian আইবেরীয়
mount বাহন
judgement বিচারের
quba কিউবার
respect রজব
birds পাখিদের
to পর্যন্ত
caspian কাস্পিয়ান
line দাগ
say বলা
adjective বিশেষণ
through মধ্য
calender বর্ষপঞ্জী
african আফ্রিকান
ambit পরিসর
reserved জমে
states রাষ্ট্রসমূহ
left বামে
mohan মোহন
14th ১৪ই
book পাণ্ডুলিপিটি
multinational বহুজাতিক
mountain পর্বত
attacker আক্রমণকারী
bak বাকু
power তড়িৎ
many অনেকটা
function অনুষ্ঠান
minister দেওয়ান
vibration কম্পাঙ্ক
rebound প্রতিপক্ষের
spiritual আধ্যাত্মিক
no না
change পরিবর্তন
babylonia ব্যাবিলনীয়রা
nose নাক
way দ্বার
words শব্দ
gravitational মহাকর্ষ
inside অভ্যন্তরে
crops ফসল
creations রচনাগুলির
regular প্রাত্যহিক
editing সম্পাদনের
closed আবদ্ধ
comparative তুলনামূলক
1863 ১৮৬৩
basic বুনিয়াদী
main মুল
language ভাষাটি
animals প্রাণী
korea কোরিয়াতে
pichu পিচুর
did করবে
comedy মিলনান্তক
pause থেমে
contributed রেখেছিলেন
nineteenth ঊনবিংশ
homes আশ্রম
von ভন
marriage বিয়ে
who যারা
how কীভাবে
fee ফি
electricity তড়িৎ
you আপনাদের
image প্রতিকৃতি
body গায়ের
wished ইচ্ছুক
hasty ত্বরান্বিত
side পক্ষ
displace সরিয়ে
stuck আটকে
what কি
hydroelectric জলবিদ্যুৎ
cavendish ক্যাভেন্ডিশ
blooming বিকাশে
throat গলার
bangla বঙ্গীয়
lac লক্ষে
those সেগুলিকে
smith স্মিথ
eighteenth ১৮শ
deep গভীরে
electric ইলেক্ট্রনিক
oum ওঁ
chit প্রতারণা
offering গীতাঞ্জলি
debate বিতর্কের
different নানারকম
hot উত্তপ্ত
initiated করল
hair চুল
elis এলিস
support অবলম্বন
1707 ১৭০৭
information ইনফরমেশন
ventricle নিলয়
observation পর্যবেক্ষণ
demand দাবি
nature মৃত্তিকা
story কাহিনী
thought ধারণার
mystery রহস্য
red লোহিত
net নেট
cine সিনে
title আখ্যা
both দুইই
object বস্তুটির
1700 ১৭শ
childhood বাল্যকাল
riot দাঙ্গা
license লাইসেন্স
past গত
nazi নাৎসি
beach তটরেখা
pleistocene প্লেইস্টোসিন
opinion মতামত
deccan দক্ষিণাঞ্চলীয়
priti প্রীতি
wooden কাঠের
initiative উদ্যোগ
vietnam ভিয়েতনাম
be হওয়ার
profitable লাভজনক
binding বেঁধে
foo ফু
peace শান্ত
uterus ক্ষরণ
fight সংগ্রামে
kolkata ক্যালকাটা
party পক্ষের
1885 ১৮৮৫
welfare সমৃদ্ধি
expanded পরিব্যাপ্ত
humanity মানবতার
anarchy সংঘাতের
invertebrate অমেরুদন্ডী
encouraged উৎসাহিত
personality ব্যক্তিত্ব
jewish ইহুদি
broadcasting সম্প্রচার
assembly সম্মেলন
section ধারার
rhombus চতুর্ভুজের
everything যাবতীয়
evolved উদ্ভাবিত
happen হয
nursing পরিসেবা
eternal অনন্ত
ingredient উপাদান
1950 ১৯৫০
sacrifice কোরবানী
usable ব্যবহারযোগ্য
constitution সাংবিধানিক
international ইন্টারন্যাশনাল
totally পুরোপুরি
corporation কর্পোরেশন
kde কেডিই
dalliance যাপন
phonology ধ্বনিতত্ত্ব
fear ভয়
as যেহেতু
einstein আইনস্টাইন
faith আস্থা
tune সুরের
servants দাসদের
islam ইসলামী
labia লেবিয়া
semiconductor সেমিকন্ডাক্টর
moon চাঁদে
calender বর্ষপঞ্জি
president রাষ্ট্রপতি
steel ইস্পাত
the দ্যা
calendar ক্যালেন্ডার
circle কক্ষপথ
geodesic জিওডেসিক
it ইহার
christ যিশুর
clive ক্লাইভ
entered ঢুকিয়ে
metropolis মহানগর
account খাতের
mendel মেন্ডেলের
much বিরাট
possible সম্ভবত
distribute বন্টন
culture সংস্কৃতি
computing গণনার
its তার
trip চালান
traveller পর্যটক
binding বন্ধন
writings রচনা
metric ম্যাট্রিক
rafiq রফিক
fazlur ফজলুর
china চীনের
slowly ধীরগতিতে
except ব্যতীত
think চিন্তা
ancestors পূর্বসূরী
selection সিলেকশন
department অনুষদ
asia এশীয়
built কৃত
airport বিমানবন্দরের
states স্টেটস
8th ৮ই
organisation সংগঠন
partner অংশীদার
spelling বানান
equilateral সমকোণী
prevent বাঁধ
recurrence পুনরাবৃত্তি
centralization একীভূত
captain অধিনায়ক
innovated উৎসারিত
in মধ্যেও
authority কর্তৃত্ব
islam ইসলামে
thick মোটা
definition সংজ্ঞাটি
happening ঘটার
calculus ক্যালকুলাস
secretion নির্গত
birthday জন্মদিন
khudiram ক্ষুদিরাম
goalkeeper গোলরক্ষক
sense চেতনার
hard কষ্টসাধ্য
correctly নির্ভুলভাবে
increasing ক্রমবর্ধমান
establish দাড়
symptom উপাত্ত
meeting সম্মেলন
theory মতবাদের
lob লব
cuba কিউবা
george জর্জ
interested আগ্রহী
shaukat শওকত
lakshmi লক্ষ্মী
equality সমতা
arabian আরবদের
heredity বংশোদ্ভুত
anglo-indian অ্যাংলো-ইন্ডিয়ান
gratuity পারিতোষিক
3 ৩টি
properties বৈশিষ্ট্যসমূহ
national ন্যাশনাল
03 ০৩
funny মজার
medium মাঝারি
palaces প্রাসাদ
points যুক্তি
demand দাবী
newspapers সংবাদপত্রগুলি
sent পাঠিয়ে
fifteen পনের
essay নিবদ্ধ
erotic কামোদ্দীপক
dead মৃতের
start ঊর্ধ্ব
edition এডিসন
gandhi গান্ধীর
pressure চাপে
postal ডাক
those সেগুলি
rodger রজার
get প্রাপ্তির
rice ধান
one একে
mostly সবচেয়ে
religion ধর্মের
public জনসাধারণের
neath তলে
hollywood হলিউড
special বিশেষ
hawaii হাওয়াই
leg পায়ে
inactive নিষ্ক্রিয়
countries দেশসমূহের
end সমাপ্ত
and অ্যান্ড
vocational কারিগরি
prevention প্রতিরোধে
control দমন
winner বিজয়ী
prosperous সমৃদ্ধ
theater থিয়েটার
electromagnetic তড়িচ্চুম্বকত্ব
franc ফ্রঁ
my মাই
matter পদার্থ
astrology জ্যোতিষ
join যৌথ
mass গণ
density ঘনত্বের
border সীমান্ত
iran ইরানে
two দু
exception ব্যতিক্রম
throat কন্ঠ
latitude বিষুবীয়
18 ১৮টি
equator নিরক্ষরেখা
humanity মানবীয়
publicity প্রচার
protection রক্ষা
upper উপরের
song গান
professor অধ্যাপকের
construction নির্মীত
fellow সঙ্গী
trilogy ত্রয়ী
department দপ্তর
what কী
settlement বস্তি
mixed সংকর
related সুবাদে
famous জনপ্রিয়
indira ইন্দির
flag পতাকার
metro মেট্রো
eighty আশির
minerva মিনার্ভা
deterioration বিক্রিয়ার
researcher গবেষকেরা
eric এরিক
ball বলের
sons পুত্রের
name নামের
give দিলেন
cape কেপ
unobstructed অবাধ
field মাঠের
fifty পঞ্চাশ
mexican মেক্সিকান
cristian খ্রিস্ট
protests বিক্ষোভ
reception বরণ
spent কাটে
mainly প্রধানত
promised প্রতিশ্রুতি
lost হারিয়েছে
4 ৪টি
nevertheless তথাপি
keynesian কেইন্সিয়ান
crusade ক্রুসেড
details বৃত্তান্ত
ronaldo রোনালদোর
allocate বণ্টন
sunrise সূর্যোদয়ের
buy কিনে
holiday ছুটি
1650 ১৬৫০
binocular দূরবীন
egypt মিশরীয়রা
friday শুক্র
divine দিব্য
bill বিল
material পদার্থকে
square চতুর্ভুজ
dollar ডলার
region মণ্ডল
opinion মতে
spent কাটান
man মানুষই
gap ফাঁকে
binary বাইনারি
rough রুক্ষ
started করায়
moshi মসিহ
receipt রশিদ
accused অভিযুক্ত
che চে
covered ঢেকে
generous করুণা
24 ২৪
scenario চিত্রনাট্য
parade ডিএনএ
conquered অধিকৃত
attractive আকর্ষণীয়
1971 ১৯৭১
linker সংযোগকারী
procession মিছিল
priest পুরোধা
yunus ইউনূসের
calcutta ক্যালকাটা
myself নিজেকে
won জেতে
call আহ্বান
origin বংশোদ্ভূত
base বেজ
merges পতিত
extended বিস্তৃত
investigate পর্যবসিত
provability সম্ভাব্যতা
artist চিত্রশিল্পী
presidency প্রেসিডেন্সির
character আচরণ
globe গ্লোব
inca ইনকা
small নগণ্য
helpful সুবিধাজনক
radiation বিকিরন
involve জড়িত
joint যুগ্ম
technique কৌশল
spherical গোলাকার
honour সম্মাননা
or হোক
enemies শত্রুর
totality সামগ্রিক
zone অঞ্চলের
aboriginal আদিবাসী
british ব্রিটিশদের
pottery মৃত্তিকা
place স্থান
countries রাজ্যসমূহ
few কতগুলি
most বেশিরভাগই
comedy কমেডি
stay থাকা
dryness খরা
perfectly দক্ষতার
subhash সুভাষ
operate চালানোর
inner ভিতরে
giving দিয়েও
bahama বাহামা
lease ভাড়া
present বর্তমানের
entered প্রবেশ
thinking চিন্তাধারাকে
cultured সভ্য
poem পাঁচালী
algorithm অ্যালগোরিদমের
retire বিদায়
sundarbans সুন্দরবন
calamity বিপর্যয়
5 ৫২
preserved সংরক্ষণের
ready প্রস্তুত
creature জীবে
other অপর
venus ভেনাস
travel ভ্রমণ
publication সম্পাদনায়
work কর্মকান্ডের
cluster স্তবক
traffic ট্রাফিক
take নিতে
unused অব্যবহৃত
total সামষ্টিক
production প্রযোজিত
netaji নেতাজির
mauryan মৌর্য
person জনকে
soldiers সৈন্য
tom-tom ঢোল
president প্রেসিডেন্ট
halley হ্যালি
15 ১৫
avoid রোধ
grass-root তৃণমূল
germany জার্মানদের
sp এসপি
data পরিসংখ্যান
thin সরু
much খুব
galileo গালিলেওর
give এনে
campus ক্যাম্পাস
fall পতিত
march কুচকাওয়াজ
seated আসীন
countable পরিসাংখ্যিক
mr. সাহেব
skills কায়দা
experimental পরীক্ষামূলক
some কয়েক
lion সিংহ
built নির্মীত
curzon কার্জন
week সপ্তাহে
highlighting ফুটিয়ে
medina মদীনায়
circular গোল
area এলাকাতে
central কেন্দ্র
sick অসুস্থ
women নারীদের
similarity সাযুজ্য
enter বিজিত
organization প্রতিষ্ঠান
lifestyle জীবনযাপনের
bose বসু
long লম্বা
deposit জমা
applicable প্রযোজ্য
worker শ্রমিক
included অঙ্গীভূত
literal সাক্ষরতার
but তবু
bangladesh বাংলাদেশকে
mercy করুণা
japan জাপান
became ওঠেন
live জীবে
user ব্যবহারকারীদের
2 ০২
element মৌল
version ভার্সন
scenery পটভূমি
netherlands নেদারল্যান্ড্‌স
western পাশ্চাত্য
capable সক্ষম
this যেগুলি
cyclone ঘূর্ণিঝড়ে
holy শুভ
threesome ত্রয়ী
determine নির্ধারণ
related সংশ্লিষ্ট
matter বস্তুকে
compiler কম্পাইলার
highly তীব্র
observable লক্ষণীয়
austria অস্ট্রিয়া
necessary আবশ্যক
principle ধারণাগুলি
original মূল
order আদেশ
created উদ্ভব
ingredient উপাদানের
longitude দ্রাঘিমা
going যেতে
mountain পাহাড়
calculator ক্যালকুলেটর
collection সঞ্চয়
nobody কেউই
disciples শিষ্যদের
mathematic গাণিতিক
forest অরণ্য
department বিভাগ
ziaur জিয়াউর
drama নাটকগুলি
starting প্রবর্তিত
target উদ্দেশ্য
representative প্রতিনিধি
literature কাব্যের
fossils জীবাশ্ম
jule জুল
muscle পেশী
regain পুনরুদ্ধার
ocean মহাসাগর
myanmar মায়ানমার
1864 ১৮৬৪
i আমি
source তথ্যসূত্র
islam ইসলামি
caste জাতিগত
been হওয়ায়
burdwan বর্ধমান
super অতিলৌকিক
external বহিঃ
inverted উল্টো
decade যুগেও
saline লবণাক্ত
womb জরায়ু
hong হং
one একজন
snake সাপের
wicket উইকেটের
sixteen ষোল
3rd ৩রা
transport পরিবহণ
council কাউন্সিল
journey যাতায়াত
write রচনার
ra রা
rahman রহমান
sita সীতা
orbit কক্ষপথ
encyclopaedia বিশ্বকোষ
suhrawardy সোহরাওয়ার্দী
cm সেমি
2nd দ্বিতীয়টি
the টি
drive চালানো
small ছোটো
work কর্ম
near নিকটে
follow মেনে
mammals স্তন্যপায়ী
making তৈরিতে
dressing বেশে
saha সাহা
initiate সূচনা
attachment মায়া
detained আটক
minority সংখ্যালঘু
truth সত্যের
pull টানা
kill মারা
procession শোভাযাত্রা
type রূপটি
contain ধারন
is হলেন
art চারুকলা
girl বালিকা
easy সহজে
elite অভিজাত
some কিছু
bow ধনুক
capable কর্মক্ষম
soul অস্তিত্ব
palestine ফিলিস্তিনে
dependable নির্ভরশীল
ba বিএ
boby ববি
1915 ১৯১৫
fall পতন
partially আঙ্গিক
arthur আর্থার
probability সম্ভাবনার
etc ইহুদি
infectious সংক্রমণ
in মাঝেও
netherland নেদারল্যান্ড
rejection প্রত্যাখ্যান
attracted আকৃষ্ট
saving সঞ্চয়
rising অভ্যুত্থান
river নদ
virtual ভার্চুয়াল
lake লেক
drinkable পানীয়
move চালনা
equal সমান
trust বিশ্বাসের
han হান
imperfect অযোগ্য
hour ঘণ্টার
starting শুরুতেই
arabia আরবি
hokey হকি
armenia আর্মেনীয়
gopal গোপাল
present উত্থাপন
constant স্থির
ali আলী
kia কিয়া
stadium স্টেডিয়ামে
yunus ইউনুস
alternate বিকল্প
crop শস্য
opinion প্রস্তাবিত
branch ডাল
dictionary অভিধানে
year বছরে
commander কমান্ডার
persons ব্যক্তিরা
93 ৯৩
peoples লোকেরা
processor প্রসেসর
attack আক্রমণের
guatemala গুয়াতেমালার
askey অ্যাস্‌কি
see পড়েন
ross রস
migrate অভিবাসী
scotland স্কটল্যান্ডের
portion অংশটি
works কাজকর্ম
design নকশার
statistically সাংখ্যিক
included অন্তর্ভুক্ত
swamiji স্বামীজির
magician যাদুকর
point পয়েন্ট
hockey হকি
they তারাই
possibility সম্ভাবনা
salami সমকামী
sunday রবিবার
rapid দ্রুত
portugal পর্তুগালে
monsoonal মৌসুমি
centre কেন্দ্রবিন্দুতে
operating চালানোর
type ভেদে
remember স্মরণে
beter উৎকৃষ্ট
lord লর্ড
non-military বেসামরিক
elevated উন্নীত
situation পরিস্থিতি
sometimes মাঝেমধ্যে
thermal তাপীয়
grade ক্রম
bought কেনা
write লেখা
got গিয়েছে
send প্রদানের
placed আসীন
know জানাতে
named নামকরণ
given বরাদ্দ
bak বাক
play খেলতে
gandhi গান্ধীকে
victor ভিক্টর
ved ভেদে
africa আফ্রিকাকে
difference তারতম্য
earn অর্জন
basic যৌগিক
read পড়ে
group বর্গের
condition শর্তের
old পুরনো
both উভয়
connect সংযুক্তি
mac ম্যাক
letters চিঠিপত্র
transfer ট্রান্সফার
environment পরিবেশের
without ছাড়াও
sound শব্দ
environment পরিবেশে
seal সিলমোহর
cloth বস্ত্র
scary ভয়াবহ
students ছাত্রছাত্রীদের
manufacturer প্রস্তুতকারক
name ইন্দির
red রেড
armadillos আরমাডিলো
idol মূর্তি
burn দাহ্য
star তারাই
copper তামার
soft মৃদু
responsibility দায়িত্ব
raise ওঠেন
52 ৫২
under নিম্নে
somewhere কোথাও
peninsula উপদ্বীপ
arrangement আয়োজনে
date তারিখে
ahead এগিয়ে
light লাইট
line রৈখিক
sprinkled ছিটিয়ে
replacement পরিসংখ্যানের
agenda কার্যাবলী
diplomatic কূটনৈতিক
airtel এয়ারটেল
suit খাপ
difference ব্যবধান
india ভরত
morocco মরক্কো
1928 ১৯২৮
middle মধ্যভাগ
happen ঘটতে
interest আগ্রহ
wikimedia উইকিমিডিয়া
minister মন্ত্রী
wren রেন
description বিবরণী
divided বিভাজিত
tower টাওয়ার
order তম
word কথাটির
steady স্থিত
uffa উয়েফা
book পুস্তকে
1871 ১৮৭১
thailand থাইল্যান্ড
output আউটপুট
scandinavia স্ক্যান্ডিনেভিয়ার
beatles বিটল্‌স
muhammad মোহাম্মদ
prove প্রমাণিত
did করাই
1892 ১৮৯২
last বিগত
conversation কথোপকথন
pit খাদের
viking ভাইকিং
service সার্ভিস
theorems উপাত্তগুলো
education শিক্ষাব্যবস্থা
romans রোমান্স
campaign প্রচারণা
chaitanya চৈতন্য
prayer সূরার
grassland তৃণভূমি
asam অসম
hawking হকিং
rowling রাউলিং
yet তাও
dutta দত্ত
legally আইনগত
travel ঘুরে
mo ম
everyone প্রত্যেকেই
problem সমস্যাটি
ward ওয়ার্ড
economic অর্থনীতি
tonne টন
haven স্বর্গে
physics পদার্থবিজ্ঞানে
choroid কোরয়েড
cardiac কার্ডিয়াক
philosophers ফিলোসফার্স
burst ফেটে
disturbed বিচলিত
revolution বিপ্লবের
happened হয়েছে
price মূল্যের
jimi জিমি
somebody কেউ
art কলা
homosexuality সমযোজী
honour সম্মান
cause ঘটাতে
death মৃত্যু
decrease কমে
remove অপসারণ
primarily মূলত
boat ভেলা
crew নাবিক
facebook ফেইসবুক
child শিশু
jolie জোলির
finished নিঃসরিত
talented বুদ্ধিবৃত্তিক
village পল্লী
accurate নিখুঁত
supply সঞ্চালন
bongo বঙ্গের
went গিয়েছিল
coast কোস্ট
81 ৮১
present বর্তমান
satisfied সন্তুষ্ট
terrorist সন্ত্রাসী
philosophy দর্শনের
try প্রচেষ্টাকে
established প্রতিষ্ঠা
inform জানিয়ে
literature সাহিত্যে
tea চা
meaning মানে
dutch ওলন্দাজ
gas গ্যাস
today আজ
dry উষ্ণ
written লিখন
unprofessional অপেশাদার
album অ্যালবাম
feather পালক
pray ধ্যান
also থেকেও
1st ১ম
salty লবণাক্ততার
built তুলেছিল
examination পরীক্ষায়
alphabet অক্ষরে
henrik হেনরিক
who যে
type রকমের
intimate নিবিড়
crime অপরাধ
pubis পিউবিক
initially প্রথমে
road পথ
motivate অনুপ্রেরণা
penis শিশ্ন
keeping রেখে
clash সংঘাতের
criticise সমালোচনার
heart অন্তর
kashmir কাশ্মীর
deficiency অভাবে
related সম্পর্কযুক্ত
silt পলি
dtt ডিডিটি
controlled নিয়ন্ত্রিত
loose হারায়
potter পটার
chaitra চৈত্র
root বংশধর
difference বৈষম্য
not নয়
wikipedia উইকিমিডিয়া
take নিচ্ছে
involved নিমজ্জিত
bonded আটকে
division বিভাগে
normally সাধারনত
crops শস্য
1850 ১৮৫০
guide গাইড
about সম্পর্কে
both দুজনেই
doing করায়
heir হেয়ার
2005 ২০০৫
top শিং
native অধিবাসীরা
crisis সংকট
cooking রান্না
feather পাখি
majorly অতি
b.c. খ্রীস্টপূর্ব
orbit কক্ষপথে
plant উদ্ভিদের
atrium অলিন্দ
12th ১২শ
confectioner মোদক
plate প্লেট
jahangirnagar জাহাঙ্গীরনগর
hawaiian হাওয়াইয়ান
economically অর্থনৈতিকভাবে
graz গ্রাৎসে
etcs প্রমুখের
scape পালিয়ে
1907 ১৯০৭
very অতি
establish স্থাপিত
fibre ফাইবার
date তাঁরা
guinness গিনেস
coast উপকূল
behavior আচরণের
or কিংবা
festival উৎসবে
guli গুলি
arrive পৌছান
parsi পারসি
animal প্রাণীদের
pickle আচার
attacker হানাদার
so তেমন
solidarity সংহতি
j জে
practice প্রশিক্ষণের
drama নাটকের
flow স্রোতের
mentality মনোভাব
day দিনই
languages ভাষাগুলোর
ever কখনো
wallace ওয়ালেস
establish স্থাপনের
go যাক
uzbek উজবেক
bangladeshi বাংলাদেশী
click ক্লিক
expedition ভ্রমণের
big বড়
cement সিমেন্ট
following অনুযায়ী
unicef জ্যোতির্বিজ্ঞানী
4 ৪
decide নির্ধারণ
understanding বুঝে
padma পদ্মা
prayer নামায
pias সন্ন্যাস
transform পরিগ্রহ
wave তরঙ্গ
sufficient যথেষ্ট
left ছেড়ে
expense ক্রয়
christopher ক্রিস্টোফার
republic সাধারণতন্ত্র
asian আসিয়ান
strong শক্তিশালী
announcement ঘোষণা
yellow হলুদ
meet পরিচয়
split ছিন্ন
occasionally আনুষ্ঠানিকভাবে
experimentally পরীক্ষামূলকভাবে
speak কথা
growing ওঠার
paramount একচ্ছত্র
extract উদ্ধৃতি
personal ব্যক্তি
karachi করাচি
first সর্বপ্রথম
1757 ১৭৫৭
giver প্রদানকারী
writers লেখকের
multitude সমুহ
lamb ভেড়া
frank ফ্রাঙ্ক
seen লক্ষিত
viena ভিয়েনা
unix ইউনিক্স
removed বাদ
ray রশ্মি
voldemort ভোলডেমর্টের
harry হ্যারির
character ক্যারেক্টার
linux লিনাক্স
resources উপাদানসমূহ
virus ভাইরাস
proportional সমানুপাতিক
type শ্রেণী
super সুপার
administration প্রশাসনের
effective কার্যকর
creation সৃষ্টি
amongst মধ্যেও
malaysia মালয়েশিয়া
1929 ১৯২৯
