loss scăderea
share ponderea
union uniunii
found găsit
situated regăsește
area teritoriul
antiques antichității
appreciated apreciate
folk populară
symbolic simbolic
bring aduc
shares cote
freemasonry francmasoneria
advantage avantajul
criticizes critica
hiv sida
get primesc
existed existat
previous precedente
have dispune
speeds viteze
plants plantele
greeted întâmpinat
rapport raportul
liberation eliberare
ad dhr
response răspuns
textile textilă
says spune
originally origine
antique antice
present prezenți
arise iau
times rânduri
rise ridică
settle stabilesc
artistical artistice
young tinere
team echipă
grade grad
hungarians maghiarilor
clockwise acelor
professionals profesională
goods mărfuri
eye ochi
arabs arabi
lived trăit
branch ramura
added adăugate
serves servește
edited editat
competition competiții
sun soarelui
religious confesională
mausoleum mausoleul
representative reprezentantul
began începuse
languages limbile
orthodox ortodoxe
bay golfului
prestige prestigiul
hebrews evrei
wrote scris
clip clipul
massive masivă
firm firmă
was fu
end finalul
brightness strălucire
religious religioasă
splint alelă
park parcului
guy tipul
theories teoriile
route rute
mechanic mecanică
urban orășenești
principle principiu
introduced introdusă
created generat
made efectuate
records înregistrează
current actualei
nephew nepotul
ready dispus
skin pielea
receives primește
last ultimii
own propriu
using folosirii
gauls galilor
opera operă
north polul
settled așezată
touch atinge
game meci
plateau platou
news noilor
shops magazine
comments comentarii
mail poșta
hydrocarbons hidrocarburi
recognized recunoscute
pollution poluării
exclusions excepții
tissue țesut
also ba
exactly exact
gain obțină
restrictions restricții
led condusă
burned ardere
polish polonez
citizen cetățean
some anumit
work lucrat
womans femeii
deep profundă
effective efective
attached simțit
see vedea
see prevedea
earthquakes cutremure
operates operează
framework cadru
asia asiei
common obișnuită
children copiilor
times vremurile
anatomy anatomie
supported sprijinit
bosses șefilor
accompanied însoțit
loved iubit
state stării
globe globul
ministry ministerul
vice-president vicepreședinte
interpreted interpretat
european europeană
ascension ascensiunea
heavy grele
nazi nazist
historian istoricului
world globului
term termenul
actions activitățile
wine vin
that acelei
scotland scoția
created elaborat
sir domnul
nazis naziștii
ideals idealurile
performer artistei
changed înlocuit
siege asediul
daughters fiicele
b.c. îen
love dragoste
castle castel
voice vocea
scallion arpagic
nine noua
pictures picturile
birth nașterii
economy economia
communications comunicații
close apropierea
body corp
combinations combinații
realize realiza
indifferent indiferent
center centrul
change schimbării
czech cehă
tourist turistice
counted numărat
jazz jazzul
publications publicității
conception concepție
promote promova
object materie
taken preluată
theory teoriei
created creată
as cat
reveals dezvăluie
heroes eroi
absolutely absolut
italy sicilia
increased intensificat
theme temă
dali dalí
understand înțeleagă
intimate intimă
fall cade
imposible imposibil
believed crezut
adjoins învecinează
some anumită
obtain ia
buildings clădirile
homonymous omonimie
seriously serios
similar similară
descendants descendenți
proof dovezi
bodies organisme
red roșu
decline declin
wet umedă
name menelaus
sufficient suficiente
dimension dimensiune
way cale
property proprietatea
depictions reprezentări
beliefs credințe
village comunei
fulfils îndeplinește
monastery mănăstirea
pupil elev
schedule orar
mountain montană
announce anunța
visiting vizitează
city făgăraș
offered oferea
elements elementele
boyars boierilor
intentionally intenționat
attributed atribuită
revises revizuire
if dacă
are ești
find găsi
skin piele
michael mihai
collective colectiv
atoms atomii
relations relațiilor
doing făcea
believed considerau
increase crească
represent reprezintă
maintenance întreținerea
name brăila
mainly majoritate
eliminated eliminat
nail unghiului
young tineri
leader conducătorul
organs organele
wings aripile
suffers suferă
last dura
moslem musulman
localities localități
silk mătase
plains câmpii
music muzicală
age epoci
established înființată
populars populare
country țara
grow crește
distinguish distinge
gift dăruit
church mănăstirii
happening întâmplă
poor săracă
structure structura
on privire
iceland islanda
symptoms simptomele
south saudită
sent transmise
structures structurile
areas teritorii
investments investiții
needles acelor
everybody toți
germans germani
constantinople constantinopol
oradea oradiei
episode episodul
to pana
market târgul
meaning însemnând
games meciurile
works lucrările
columbus columb
requires necesită
hungarian ungariei
wanted ținea
low scăzută
occupying ocupând
f fa
muntenia munteniei
moment momentul
family familiei
crashed prăbușit
new noilor
sleeves mânecii
sent trimiși
government guvernare
gases gazelor
wheel roata
herodotus herodot
name cyrus
holy sfântă
prestige prestigiu
garlic arpagic
democracy democrației
plays pieselor
balance echilibrului
gain capătă
everywhere pretutindeni
cave peștera
be fie
painted pictată
region regiunea
currency monede
altitude cota
blueberry afin
integration integrarea
earthly terestre
follow urma
warming încălzirea
veins vine
dutch ducelui
biblical biblice
noted remarcat
associated asociază
publicity publicitate
native nativi
rulers domnilor
stream curentul
principate principatului
sun soarele
against contra
use aplicat
directed îndreptate
treated tratate
etcetera etc
traditions tradițiile
slav slavii
collapsed prăbușit
findings descoperirile
month lună
last ultima
undertaken întreprinse
southwestern sudvestul
release lansare
ball sferică
overcome depăși
neat îngrijită
appearing apărând
laboratory laborator
administrated administrate
transport transportul
constructions construcțiile
reminded amintit
accusation acuzații
cultural culturale
traditional tradiționale
corn porumb
charts clasamentele
honorific onorific
chrism mir
owns propriile
headquarter sediu
energy energetică
aristocracy aristocrația
substances substanțele
come venit
currents curenții
resources resurselor
estimated estimat
simultaneous simultan
figure figurile
summer vară
surface suprafața
ally aliate
end capătul
world lume
sign semneze
information informare
concerning referitor
geometry geometrie
airplane avion
nationalist naționaliste
rum rom
classic clasic
mos moș
series seriei
economy economie
rate rată
proposal propunerea
study studiază
aeolians eoliene
theater teatro
human omenesc
you te
achaeans ahei
do ocupe
point punctul
bus autobuz
observe nota
their își
creation creației
academic academice
good buni
templars templieri
let lăsa
quick rapid
aromanian aromână
optical optic
all totalitatea
rang rangul
times timpurilor
revolution răscoala
girls fetele
morocco maroc
necessarily neapărat
sister sora
promoted promovat
extremity capăt
metropolitan metropolitane
nazis naziști
thus așadar
camps tabere
occupancy ocuparea
start începe
built construite
chaos haos
confirmed confirmat
died stins
term termen
business afacerilor
become devine
chief șef
andre andré
won câștigate
led ducea
altitudes altitudini
time epoca
kilometers kilometri
sun helios
successor succesorul
structure structurii
material materiale
deciduous foioase
norway norvegiei
events manifestări
likes preferă
career cariera
venice veneția
elections alegerile
function funcții
save salveze
level etajul
gipsy țigani
chemical chimică
poetry poezia
owed datorează
theater teatru
learns învață
also asemenea
eastern estică
migration migratoare
reviews analize
color culorii
name turnu
founded fondată
edge marginea
result urmare
drag trage
haven rai
ex fostă
brasov brașovul
naval navală
decisive decisiv
exploration exploatarea
travels călătorii
dog câine
sergeant major
happened produs
mediterranean mediterană
diffused difuzat
albums albumele
support susținere
of căruia
unit unitate
task sarcină
taken dusă
attraction atracție
beliefs culte
airport aeroport
leaves frunze
prepared pregătea
receiving primind
passed trecute
manganese mangan
reviews opinii
publicity reclama
proof dovadă
defense apărare
applied aplicată
results rezultatelor
ottoman otomană
chronology cronologie
set stabilite
oriental orientali
difficult dificilă
inspired inspirate
including cuprinzând
orchids orhidee
big însemnat
britains britanii
includes include
fights luptelor
foundation fondarea
aims vizează
particular anumită
holland olanda
constant constata
activity activitate
singles singleuri
lakes lacurile
persuaded determinat
tone tonul
met întâlnită
federal federale
disappear dispare
their acestora
accounting contabilitate
building construcției
danube dunării
toward înspre
slavs slavi
glass sticlă
laboratory laboratoare
tragedy tragedia
proves dovedește
world lumi
vapors vapori
formulating formularea
opponent adversar
usage utilizării
target vizează
turkish turci
happened petrecut
oxygen oxigenul
branch creangă
travelled călătorit
priests preoți
mechanical mecanică
immediately imediat
reduced redus
temperate temperată
complete complet
womans femei
hungarian maghiari
extracted extras
industries industrii
ask cere
red roșie
remind amintește
mouth gura
transports transporturile
dinner cena
zoo grădină
art artei
reminiscence amintirea
landmarks repere
events evenimente
holds deține
river râu
chronicles cronicile
cast aruncat
units unităților
follower urmașul
relating relatează
own proprii
disappeared dispărut
space spațială
hills coline
building clădirii
confirms confirmă
field câmp
crimea crimeea
slavic slave
stranger străin
field domeniu
standards standarde
die muri
oceans oceanice
those acelor
speed vitezei
approximately cca
literature literară
changed chemat
reserves rezervațiilor
hungarian maghiare
version versiune
expenses cheltuielile
entreprises întreprinderi
held ținute
over asupra
through prin
health salvare
duty datoria
canal canalul
settlements așezări
accusation acuzația
citadels cetățile
theatre teatrului
objective obiectiv
homes locuințe
habakkuk habacuc
name adam
beginning început
county județean
tough dură
regard cont
before înainte
speaking vorbind
chosen aleasă
one singure
doubled dublat
ensure asigură
sounds sunete
poetry poezie
tried încercat
situation situației
italian italiana
contributing contribuind
early devreme
senate senatului
complete termină
regal regală
believed crede
electrical electrice
allowing permită
presidential prezidențiale
our noastră
function funcție
duration durata
stretch întinde
international internaționale
distinct distinctă
name toma
message mesaje
transforms transformă
spread răspândită
postal poștale
goal sarcină
church bisericii
husband soț
camp castrul
released lansată
have lau
books cărții
empty gol
pages file
sovereignty suveranitatea
wear purta
ensemble ansamblu
fire focul
corpses cadavrele
his săi
wall zidului
linen pânză
simon simion
visited vizitat
officiate oficial
exist existe
books cărților
faculty facultatea
store magazin
will vor
could putând
french françois
nation națiuni
bella bellei
scale scara
give renunțe
coming veni
done facut
protestants revoluționari
originary originar
episodes episoade
core nucleu
sides laturi
mathew matei
affix afix
awards premiile
rich bogată
punishment pedeapsa
library bibliotecă
statute statutul
linguistic lingvistică
plastic plastice
decline declinul
plasma plasmă
was erau
help ajuta
trojans troieni
competitive concurență
ten zece
initiated inițiat
division împărțirea
technics tehnică
literature literaturii
visible vizibil
launch lansarea
variety bogăția
revolution revoluția
minor minore
asked cerut
line front
retreat retragerea
mark semnarea
alcohols alcooli
maintain menține
camp tabăra
discussions discuții
completed finalizat
calendar calendarul
that încât
show prezinte
revolt revoltei
some cîteva
measurement măsurarea
stay stau
angles unghiuri
given dăruit
a unei
destruction distrugerea
newspaper ziar
mythology mitologie
due cauză
nucleus nucleu
abandoned abandonată
independent independente
prevent împiedică
conception concepția
private intimă
name vasile
battles luptelor
changes transformări
city orașul
covered acoperită
nil nilului
fast rapidă
spiritual spirituală
prepared întocmit
taurine taurina
transformations transformări
legal legală
electromagnetics electromagnetice
favorite preferată
can putând
parliamentary parlamentară
christianity creștinismului
areas zonele
allow permit
got obținut
opinion opinia
started izbucnit
vast vastă
face chip
initiative inițiativă
object obiect
federation federația
legal juridice
touring turismul
regarding privire
wrote scria
policy politicii
end capăt
troops trupelor
wall perete
right imediata
means mijloacele
recollection amintirea
exhibited expuse
chemical fenol
representative reprezentate
paper hârtia
food alimentare
old bătrâni
statues statui
practices practici
metall metalic
youth tineret
soccer fotbalului
young tânărului
emblems steme
islands insulele
critics criticilor
serbs sârbi
defines definește
taken luând
line liniei
county municipiului
night noaptea
tools unelte
learning învățătura
phenomena fenomenelor
warming încălzire
minority minoritate
nomination numirea
some unor
troy troia
manuscript manuscrisul
behavior comportament
form formei
cylinder cilindri
will voința
dependant dependente
sensitive sensibil
writer poetului
field terenul
operate operează
located amplasat
many numeroși
perception observarea
shows emisiuni
horticulture horticultură
grandfather bunicul
played jucat
strongly puternic
defends apără
levels nivele
surface suprafeței
democratic democrat
completed terminată
scientific științifice
homonyms omonimie
young tânăr
intellectual intelectuale
buy acționeze
manifestations manifestări
consists formată
range gamă
pokemon pokémon
meaning adică
someone unii
constant constante
existence existenței
rejected respinse
double dublă
certain cert
always mereu
population locuitorii
name marinescu
prisoners prizonierii
scholars elevi
pure pur
which anume
soils soluri
environments mediile
stated afirmă
science știința
youth tinerețe
dark închisă
observing observarea
germans germanilor
prolonged îndelungată
phenomenon fenomene
basin bazinul
provision prevederile
limits limitele
southwest sudvest
honing honuire
buried înmormântat
conclusion concluzie
budget bugetului
converted granițe
few câțiva
fast rapid
spent petrecut
russian rușilor
dead decedat
stars stelelor
relation relație
asking cereau
name iuliu
level nivelului
regions diviziuni
induction inducție
revolution revoluție
departure plecarea
destroyed distrus
cylinders cilindrii
needle ac
knowledge cunoștințele
dictionary dicționar
go merge
symbols figuri
executes îndeplinește
confirmed confirmă
precisely precis
widespread răspândită
definitive definitivă
factory uzina
ruthenium ruteniu
absolute absolut
organize organizează
long îndelungată
nation neamul
academical academică
was iese
historical istoricii
desired dorit
spanish spaniol
classify clasifică
water apei
close apropiate
connections conexiuni
electricity electricitate
saved salvat
appeal mesajului
solutions opțiuni
sixth via
members membre
to fii
violence violență
stranglehold strâmtoarea
module modului
murder asasinarea
april aprilie
painting pictate
progress progresul
mass masei
give dă
paper hârtie
albums albume
ethnic etnii
occupation ocuparea
disease boli
honorary onorific
consciousness conștiință
chronic cronică
deserves merită
trial judecată
cylinder cilindrii
passing cursul
philosophical filosofică
course decursul
right dreapta
13th xiii
defining definirea
israel israelului
first primele
properly propriuzisă
peace păcii
brilliant strălucitoare
pressures presiuni
registered înregistrate
combined combinat
ask cereau
five v
cohesion unității
celsius °c
opinion opinie
pyramids piramide
respect respectul
both amândouă
mill mori
welcome venit
subordinated dominată
share împărțire
tradition tradiției
use utilizare
union unirii
created elaborate
girlfriend iubită
your tău
visit vizită
historians istoricilor
right drepte
granted acordate
kind fel
father tată
u.s. americane
lines rânduri
denied respinsă
fix exacte
equatorial ecuatorială
leaves părăsește
testimonies mărturii
spectacle spectacolul
interpretation interpretare
experiences experiențele
delta deltei
norway norvegia
naked gol
daughter fecioara
brilliance strălucire
liberty voie
potable potabilă
exercised exercitat
keeping ținând
notes note
lake lacul
guide ghidul
hood cartierul
institute institutului
lines linii
whole întreg
hold menținerea
gas gaz
effect efect
occupied ocupate
predicted prevăzute
height înălțimea
murder uciderea
achaeans aheilor
substances substanțelor
sound sunetul
discover descoperă
chives arpagic
supported susținute
solution soluții
and si
july iulie
wrote scrie
conversation convorbiri
building construcțiilor
ones uneia
population locuitori
concerts concerte
highway autostrada
related legată
borders învecinează
pinch vârf
inhabited locuite
ethnic etnic
cell celulei
space spațiu
age evul
resources mijloacele
archeological arheologice
succeeds reușește
oriental orientale
celts celți
prefecture prefectura
tasks sarcini
contact contactul
linguists lingviști
present prezenței
improvement modernizare
slovak slovac
dedicated dedicată
norms norme
work lucrări
teams echipele
alone singură
reported raportat
arrested arestați
city cetatea
changes schimburi
original originară
rarely rar
management administrația
obviously evident
searches cercetărilor
organizations organizațiile
father tatăl
found regăsesc
struggled luptat
demonstrates dovedește
you tu
civilians civili
also deopotrivă
passing trecând
monasteries mănăstirilor
rejected respins
efficient eficientă
empties varsă
voted votat
leader lider
decrease scădere
truths adevăruri
represented constituit
object obiectul
large imensă
external exterioare
websites situri
scene scenă
steam abur
flags stemele
representative caracteristică
cross cruce
funerary funerar
scenes scenele
voivode voievod
attracted atras
nation națiunii
things lucrurile
demographics demografice
measures măsoară
contro controlul
collected strânse
supreme suveran
presented prezentat
universe univers
dates date
forced obligat
approved aprobată
substrate substrat
rising crescând
declare declară
dogs câini
paintings picturile
infinite infinit
mercury mercur
historical istorici
qualities calități
wolf lupu
get ajungă
block frontului
links legături
females femelele
transfer transferul
this această
example pildă
created înființarea
mathematical matematic
features trăsăturile
type forma
passes trece
connection legătura
oldest vechii
observations observarea
communication comunicare
romanian româna
gained obținute
village sat
script scenariu
sanskrit sanscrită
police poliției
steps trepte
moves mută
moon lună
big marele
competition competiția
neighbourhood învecinate
identified identifica
soundtrack sonoră
teachers profesori
exceeded depășit
organic organică
primary principala
cartoons desenate
cluj clujului
chinese chinezesc
elena elenei
reduces reduce
ancestry neam
field câmpului
your ta
philosophy filosofiei
list listă
east estice
place locul
tours turnee
financial financiare
right drept
reserves rezervații
firm firmei
whole întreagă
was afla
call apel
evil răului
student elev
pay plăti
middle mijlociu
peak apogeul
cereal cereale
process proces
divided divizat
down jos
armistice armistițiul
wire fir
enter pătrunde
moldavian moldovenești
kingdoms regate
sand nisip
show indica
studied studiate
typical caracteristic
saints sfinte
vision viziune
air aerul
rich bogăția
marries căsătorește
edifice edificiu
constructions lucrărilor
believed credeau
for pentru
movement mișcări
solution soluție
sabin sabini
touristic turistice
related înrudit
advice sfatul
enjoys bucura
chemistry chimiei
function funcționa
owed datorat
seems pare
prevent preveni
mongols tătarii
close închis
eastern răsăriteană
roots rădăcinile
cooperation cooperare
record înregistrează
flower floarea
reunited reunite
alpinists alpiniștii
parents părinții
reservation rezervații
concept conceptul
sabines sabini
tails frac
streets străzilor
same aceleași
regular regulate
name dragomir
universal universală
represented reprezentau
reforms reformelor
river fluvii
although totuși
ei her
small restrâns
romania românia
inscription inscripție
regions județe
tries încearcă
minister ministrul
derives derivă
be fi
usual obișnuită
pattern model
sweden suedia
currency moneda
underground subterane
judicial juridic
universities universități
arrived sosit
obligation obligația
lose pierd
became devenită
explains explica
written scrise
selection selecție
wednesday miercurea
authorities autorității
because pricina
interviews interviuri
could ar
volumes cantități
lower inferior
remarkable remarcabilă
born nasc
maintained menținut
terms termenii
researchers cercetătorilor
available dispoziția
algeria algeriei
for destinată
leaders conducătorii
stretch întinderea
provided asigurată
deposit depozitele
hold ține
regions regiunile
economy economii
politicians politicieni
communes comune
left lăsată
transition tranziție
networks rețelelor
carpathians carpaților
protect protejarea
young tânăra
rigidity duritate
another alta
line șir
mid-october lunii
linked legată
governance conducere
independent autonomă
lead conduc
preferred preferat
occasions ocazii
maritime maritimă
phase fază
release elibera
melody melodia
research cercetare
borders granițele
divides împarte
see vedem
components componente
which carei
corners colțuri
prussia prusia
other celorlalte
due datorate
operations operațiunile
animals animalele
favourite preferată
toward către
among printre
name chicago
aviation aviației
lands țărmurile
functional funcționale
name ștefan
sought căutat
keys taste
defend apăra
deposits zăcăminte
formations formațiuni
satellite satelit
accession aderare
church mitropoliei
morpheme afix
sometimes câteodată
houses casele
rivers râurile
match corespund
sufficiently suficiente
places plasează
strengthened întărit
fixed fixate
criticized criticată
activated activat
rank grad
transports transporturi
security securitatea
hundred sute
was aflat
speed turația
to catre
bodies corpurilor
reject înalte
depths adâncimi
nourishment alimente
concentration concentrare
parks parcuri
holidays sărbătorii
attacks armatelor
pinetree brad
decrease reduce
song cânta
regions regiunilor
kingdom regatului
merits merită
caused stârnit
influence influențată
diameter diametrul
that că
creating creând
defined definite
air aer
honour onoare
historical istorice
status stare
camp lagăr
promotes promova
sometimes rar
brute brut
get obțin
religions religiile
some vreun
jail închisoare
name anton
name vieru
whose cărui
air aeriană
late târzie
country patrie
solution soluția
hair părul
head șeful
just abia
months luni
observed observate
nearby imediata
pursuit urmărirea
science științe
being ea
principality principatul
foresees prevede
theoretical teoretică
academic universitar
visible vizibilă
probe satelit
continue continua
content cuprins
professionals profesioniști
inform informat
named denumite
kingdom domnia
residence reședință
flags drapelele
affliction boală
treaties tratate
memory memoriei
problem problemei
cave peșteri
founders fondatori
exiled exilat
steel fier
dynamics dinamică
armies armatele
agricultural agricol
arrived veniți
roles rolurile
picture pictură
security securității
teaching didactică
treatment tratamentul
we noi
individual individuale
education învățământul
power puterea
no niciun
put puneau
under condițiile
destroys distruge
medical medicală
abroad străinătate
name cruz
domain materie
easily ușurință
observe observa
get primească
assumed asumat
plane avionul
novels nuvele
groceries alimente
planets planetei
attribute atribut
marshal mareșalul
commercial comercial
sure cert
monarch monarh
type tasta
difficult dificil
belgium belgiei
graphic grafice
adoption adoptarea
branches ramuri
success meargă
defended apărat
improvement îmbunătățiri
full plină
ministers miniștrii
symbolize simbolizează
king împărat
greek greciei
build construi
gained căpătat
motorway autostradă
made constituite
pressure presiuni
tragically tragic
watched privit
job postul
and și
michelle mihaela
units unități
sound sonoră
court curte
particular particulare
work lucrarea
name marx
living locuiește
democrat democrată
organism organismul
president președintelui
british britanicii
nazi naziști
pacific pacificului
fews puținele
church hramul
athens atenei
eighteen xviii
gulf golful
founder fondatorul
variation variația
administration regia
assure asigure
education educația
phases fazele
sent transmis
treaty tratate
from dintrun
showing arătând
radius rază
mode modul
try încercarea
czechoslovakia cehoslovacia
continental continentale
wars bătălii
bucharest bucureștiul
apply aplicare
excellent excelent
work meargă
commons comunelor
rejects respinge
basins bazine
poets poeții
trojan troian
unique unic
events evenimentelor
host găzduit
ukrainian ucrainene
features caracteristice
sailor navigator
name gorj
sacred sacre
situated cuprins
population populației
give dau
hydrogen hidrogenului
muzeum muzeul
manner stil
charity caritate
reading lectură
accountancy contabilitate
work textul
bishop episcop
armies armatelor
practically practic
hapsburg habsburgic
name edward
handball handbal
demographic demografică
deserve merită
interests intereselor
yes da
letter literele
assure asigura
important însemnată
physical fizică
dollars dolari
protection protecție
rebel revoltă
favorite preferat
referee arbitrul
practice practică
directory anuarul
movement mișcării
page pagina
give dat
owned deținute
comparatively comparativ
princess prințesa
girl fată
obtain obțină
arrive sosirea
utilised folosit
aquatic acvatice
changed schimbe
administered administrate
attention atenția
sentiment sentimentul
antarctic antarctica
sustain susțină
body corpuri
highest ridicate
rome roma
for destinat
georgians georgieni
bookkeeping contabilitate
center centrului
regress declin
putting punerea
meridian meridiane
spreading expansiunea
believe creadă
used utilizat
post-war postbelică
general generală
banks băncile
stories nuvele
writings scris
ease ușurință
table tabelul
verse cântul
track circuitul
galați galațiul
blood sângelui
championship campionatul
eurydice euridicei
gate poarta
highways autostrăzi
start pornesc
turkish otoman
will urmând
transformed transforme
terms termeni
consume bea
tram tramvaie
critical grav
studies studii
actual propriuzisă
causes cauzele
east orientului
saints sfinții
industry industria
strings corzi
functions funcțiile
step treptată
wholly deplină
pressure presiune
paper hârtiei
inhabited locuit
orientation orientarea
access acces
treaty tratat
world global
association asociația
old vechea
carpathian carpaților
diplomatic diplomatice
conscious conștient
excavations săpăturile
dacians dacic
spreading răspândirea
celtic celtice
centuries secolelor
made realizate
tension tensiunii
huge enorm
tourists turiștilor
users utilizatorii
yourself te
tennis tenis
series episoade
depression depresiunea
destroyed desființat
issued emise
tournament turneul
found găsi
soil solului
consequences urmări
newspaper gazeta
speech discurs
tries încercările
symbols simbolurile
myth legenda
who carei
secondary secundar
tourism turistic
artist artistă
changes schimbărilor
table tabel
territorial teritorială
vampire vampir
separating separă
southern sudică
common universal
attack atac
saved păstrat
informations informații
performance interpretare
retired retras
effective efectiv
formation constituirea
kitten puii
recommend recomandă
military militară
done realizează
victory victoriei
village sate
consumers consumatori
labour muncii
phrases expresii
current curentă
civilian civilă
surfaces suprafețele
love iubire
seen observate
company campanie
public publicului
reform reformă
authority organe
born n
conquest cucerire
over parcursul
jordan iordan
cooperation colaborarea
yours dumneavoastră
dissolved desființat
broadcast difuzat
presidency președinția
ground sol
television televiziunea
fields terenuri
legend legendei
wealthy bogat
learn învățați
name numelui
from provenite
a un
cloister mănăstiri
verses versurile
ability abilitatea
country patriei
landscape relieful
less secundară
class clasa
allele alelă
an un
alps alpii
establish stabilească
volume volum
arabic araba
issued emis
terrace terasa
crossed traversat
exhibited expus
shrubs arbuști
of dintre
many nenumărate
germans germanii
energetic energetică
millennium mileniu
health sănătate
zoo zoologică
land pământ
cemetery cimitirul
pressure presiunea
representative reprezentat
era epoca
character caracterul
nest cuibul
inscription inscripția
hills joase
tells povestește
bodies corpurile
secretly ascuns
unknown necunoscută
magazine revistei
names formularea
built construit
worn purtate
interwar interbelic
known cunoscută
surfaces suprafețe
publicly public
relations relații
guilty vinovat
otherwise rest
using utilizarea
lake lacului
awarded acordată
north nordice
protection protecția
slow încet
primary prime
present prezenta
died ucis
game meciul
inside interior
athletic sportiv
often des
eu ue
respected respectat
considering considerând
single extras
famous celebru
funerary funerare
revolt revoltă
gas gaze
name pierre
lyrics versurilor
separates separă
gain dobândit
blackberry afin
else altfel
attention atenție
heraldic heraldică
fulfilment îndeplinirea
organised organizată
department secția
translated făcut
sight vedere
heavenly cerești
go intra
dangerous periculos
succession succesiune
countries țările
campaigns campaniile
holy sfintei
sabine sabini
compositors compozitori
melting topire
according potrivit
situated situată
industry industrie
plays joacă
floor etajul
divided împărțită
pyramid piramidă
psychological psihologice
location localizare
belonging aparținând
release eliberare
socialist socialistă
retreat retragă
october oct
oxide oxid
decided decis
turks turci
encyclopedia enciclopedică
major maior
offers acordă
german germană
atlantic atlanticului
wished dorit
mood dispoziție
fireworks africii
italic italiei
work lucru
sights repere
advantages avantajele
peace pace
launches lansează
performing interpretării
factor coeficient
particular special
middle medii
principle principiul
husbands soții
tom toma
empires imperii
suspended suspendate
sessions ședințele
concrete concret
two doua
high vârf
end final
say spune
this acestea
initiated inițiată
support susțineau
routes rute
dictionary dex
england anglia
protect proteja
capable capabili
those acei
welding sudare
district raionul
name nume
responsibility responsabilitatea
foreigner străin
arabic arabi
christians creștini
trend curente
swear jurământul
neighbors vecinii
words cuvintelor
now inedită
murder asasinat
length lungime
secular laice
touristic turistic
establishing stabilesc
conflict conflictul
eolian eoliană
valley luncă
locals locali
wishes dorește
present prezente
manager directorul
unavoidable inevitabil
thallium taliu
airplane avionului
accepts accepte
participate participă
propose propune
private particulare
mafic magice
indifferently indiferent
recognize recunoască
teacher profesor
confession mărturii
owed datorate
operation funcțiune
resembles seamănă
promoted contribuit
bodies organismelor
leadership conducere
seas mărilor
thanks mulțumită
side laterale
objects obiecte
note notează
concentration concentrație
tradition tradiție
unique unice
through printre
straight întinsă
feeding alimentare
counties județele
black negri
excitation excitație
exists exista
equal egale
accept accepta
environment mediului
climate clima
establish stabilită
carrier cariera
until pana
bridge pod
costs costurile
furniture mobilier
extends extinde
proportion proporția
wings aripi
planetary planetar
tank tancuri
census recensământul
name gheorghe
czar țarul
who carel
emigrated emigrat
evolved dezvoltate
those aceleași
peasants țăranii
stay rămân
edict decret
correct corect
tendencies tendințe
greece greci
awards distincții
concert concertul
alphabet alfabet
volume volumul
nations popoarele
biogeography biografie
frequently frecvent
stop împiedica
dacians dacilor
sections secțiuni
isolated izolate
performer interpretei
see văd
along lungul
shared împărțite
volcano vulcan
withdrawal ieșirea
rest restul
prussia prusiei
apparent aparent
patriarch patriarh
efficient eficient
cylinder cilindru
provide privesc
koran coranul
follow urmează
allow permite
century veacul
food hrana
open deschide
work lucrărilor
firms firme
legions legiunile
short scurt
dna adn
optic optică
atmospheric atmosferică
sick bolnav
industry industrii
weights greutăți
act acționează
possibility posibilitatea
play joace
frontier frontieră
sword sabia
float flota
middle mijlocii
repeated repetate
harmony armonie
hills dealurile
miracle minune
temple templul
laws legilor
casualty pierderi
realities realității
dictionary dicționarul
nuances nuanțe
educational educațional
border graniță
name numi
rank rang
fishes pești
u.s. american
they le
same aceeași
body organismul
took luate
kept păstrate
mandate mandatul
auxiliary auxiliare
renounced renunțat
lands moșii
evidence dovezi
position postul
crosses traversează
wish dorință
dynamic dinamic
century secolului
vowels vocale
prize premiu
temperatures temperaturi
nations popoare
include numără
fall cădea
ideas ideilor
heir moștenitor
certify atestă
arm brațul
soul suflet
source sursa
everyday zilnic
works lucrări
parallelogram paralelogram
association asociații
word cuvântului
component componentă
data datelor
staying rămânând
included introdusă
abdur abrud
mode felul
periods perioadele
polish poloneze
say afirma
birds păsărilor
inflation inflația
earth pământul
stage stadiul
landscape reliefului
literary literare
faces fețe
era epoci
spoken vorbite
behold iată
people personale
values valorilor
post mesajului
says zice
east estic
signed semnat
etc. etc
education educație
inherit moștenitorul
minutes min
gives dă
reputation renume
promoted promovată
tests teste
authority autorități
then apoi
hone honuire
driving auto
university universitară
axes axe
name bellu
famous faimoase
segments segmente
listed trecută
reach atinge
gentlemen domnilor
inferior inferioare
associate asociază
certified atestată
realized realizat
pleasant plăcut
respected respectă
black negre
reserves rezervă
ties leagă
accept accepte
backup sprijin
world mondiale
been existat
battles luptele
murdered ucis
coming venirea
raise cresc
games meciuri
islands insule
destroy distruge
moral morale
great marea
others ceilalți
descending coboară
polytechnic politehnica
athleticism atletism
archaeologist arheologice
faculty facultății
determined determinate
politics politică
safety siguranță
temples temple
county jud
italiens italieni
is este
assured asigurată
magazine revistă
drawn pictată
units mărimi
improvements îmbunătățiri
wish voinței
situation stării
congress congresul
allows permite
religion religia
separates desparte
positive pozitiv
recordings înregistrări
significant însemnate
traits trăsături
cities localități
judgement judecată
exterior exterioară
plants uzinele
document actului
born crea
variations variațiile
define definește
daughter fiică
disposition dispoziția
little mică
find aflați
coast coastele
